county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Lassen,6/19/2023,0,0,0,,0,,0
Lassen,6/20/2023,0,0,0,,0,,0
Lassen,6/21/2023,0,0,0,,0,,0
Lassen,6/22/2023,0,0,0,,0,,0
Lassen,6/23/2023,0,0,0,,0,,0
Lassen,6/24/2023,0,0,0,,0,,0
Lassen,6/25/2023,0,0,0,,0,,0
Lassen,6/26/2023,0,0,0,,0,,0
Lassen,6/27/2023,0,0,0,,0,,0
Lassen,6/28/2023,0,0,0,,0,,0
Lassen,6/29/2023,0,0,0,,0,,0
Lassen,6/30/2023,0,0,0,,0,,0
Lassen,7/1/2023,0,0,0,,0,,0
Lassen,7/2/2023,0,0,0,,0,,0
Lassen,7/3/2023,0,0,0,,0,,0
Lassen,7/4/2023,0,0,0,,0,,0
Lassen,7/5/2023,0,0,0,,0,,0
Lassen,7/6/2023,0,0,0,,0,,0
Lassen,7/7/2023,1,0,1,,0,,0
Lassen,7/8/2023,1,0,1,,0,,0
Lassen,7/9/2023,0,0,0,,0,,0
Lassen,7/10/2023,0,0,0,,0,,0
Lassen,7/11/2023,1,0,1,,0,,0
Lassen,7/12/2023,1,0,1,,0,,0
Lassen,7/13/2023,1,0,1,,0,,0
Lassen,7/14/2023,0,0,0,,0,,0
Lassen,7/15/2023,0,0,0,,0,,0
Lassen,7/16/2023,0,0,0,,0,,0
Lassen,7/17/2023,0,0,0,,0,,0
Lassen,7/18/2023,0,0,0,,0,,0
Lassen,7/19/2023,0,0,0,,0,,0
Lassen,7/20/2023,0,0,0,,0,,0
Lassen,7/21/2023,0,0,0,,0,,0
Lassen,7/22/2023,0,0,0,,0,,0
Lassen,7/23/2023,0,0,0,,0,,0
Lassen,7/24/2023,0,0,0,,0,,0
Lassen,7/25/2023,0,0,0,,0,,0
Lassen,7/26/2023,0,0,0,,0,,0
Lassen,7/27/2023,0,0,0,,0,,0
Lassen,7/28/2023,0,0,0,,0,,0
Lassen,7/29/2023,1,0,1,,0,,0
Lassen,7/30/2023,0,0,0,,0,,0
Lassen,7/31/2023,0,0,0,,0,,0
Lassen,8/1/2023,0,0,0,,0,,0
Lassen,8/2/2023,0,0,0,,0,,0
Lassen,8/3/2023,0,0,0,,0,,0
Lassen,8/4/2023,0,0,0,,0,,0
Lassen,8/5/2023,1,0,1,,0,,0
Lassen,8/6/2023,1,0,1,,0,,0
Lassen,8/7/2023,1,0,1,,0,,0
Lassen,8/8/2023,0,0,0,,0,,0
Lassen,8/9/2023,0,0,0,,0,,0
Lassen,8/10/2023,0,0,0,,0,,0
Lassen,8/11/2023,0,0,0,,0,,0
Lassen,8/12/2023,0,0,0,,0,,0
Lassen,8/13/2023,0,0,0,,0,,0
Lassen,8/14/2023,0,0,0,,0,,0
Lassen,8/15/2023,0,0,0,,0,,0
Lassen,8/16/2023,0,0,0,,0,,0
Lassen,8/17/2023,0,0,0,,0,,0
Lassen,8/18/2023,0,0,0,,0,,0
Lassen,8/19/2023,0,0,0,,0,,0
Lassen,8/20/2023,0,0,0,,0,,0
Lassen,8/21/2023,0,0,0,,0,,0
Lassen,8/22/2023,0,0,0,,0,,0
Lassen,8/23/2023,0,0,0,,0,,0
Lassen,8/24/2023,0,0,0,,0,,0
Lassen,8/25/2023,1,0,1,,0,,0
Lassen,8/26/2023,0,0,0,,0,,0
Lassen,8/27/2023,0,0,0,,0,,0
Lassen,8/28/2023,0,0,0,,0,,0
Lassen,8/29/2023,0,0,0,,0,,0
Lassen,8/30/2023,0,0,0,,0,,0
Lassen,8/31/2023,1,1,2,,0,,0
Lassen,9/1/2023,1,1,2,,0,,0
Lassen,9/2/2023,1,0,1,,0,,0
Lassen,9/3/2023,0,0,0,,0,,0
Lassen,9/4/2023,0,0,0,,0,,0
Lassen,9/5/2023,0,0,0,,0,,0
Lassen,9/6/2023,0,0,0,,0,,0
Lassen,9/7/2023,0,0,0,,0,,0
Lassen,9/8/2023,0,0,0,,0,,0
Lassen,9/9/2023,0,0,0,,0,,0
Lassen,9/10/2023,0,0,0,,0,,0
Lassen,9/11/2023,1,0,1,,0,,0
Lassen,9/12/2023,1,1,2,,0,,0
Lassen,9/13/2023,1,0,1,,0,,0
Lassen,9/14/2023,1,0,1,,0,,0
Lassen,9/15/2023,1,0,1,,0,,0
Lassen,9/16/2023,1,0,1,,0,,0
Lassen,9/17/2023,1,1,2,,0,,0
Lassen,9/18/2023,2,0,2,,0,,0
Lassen,9/19/2023,2,0,2,,0,,0
Lassen,9/20/2023,2,0,2,,0,,0
Lassen,9/21/2023,0,0,0,,0,,0
Lassen,9/22/2023,0,0,0,,0,,0
Lassen,9/23/2023,1,0,1,,0,,0
Lassen,9/24/2023,1,0,1,,0,,0
Lassen,9/25/2023,1,0,1,,0,,0
Lassen,9/26/2023,1,0,1,,0,,0
Lassen,9/27/2023,1,0,1,,0,,0
Lassen,9/28/2023,2,1,3,,0,,0
Lassen,9/29/2023,2,0,2,,0,,0
Lassen,9/30/2023,1,0,1,,0,,0
Lassen,10/1/2023,0,0,0,,0,,0
Lassen,10/2/2023,0,0,0,,0,,0
Lassen,10/3/2023,0,0,0,,0,,0
Lassen,10/4/2023,0,0,0,,0,,0
Lassen,10/5/2023,0,0,0,,0,,0
Lassen,10/6/2023,1,0,1,,0,,0
Lassen,10/7/2023,1,0,1,,0,,0
Lassen,10/8/2023,0,0,0,,0,,0
Lassen,10/9/2023,0,0,0,,0,,0
Lassen,10/10/2023,0,0,0,,0,,0
Lassen,10/11/2023,0,0,0,,0,,0
Lassen,10/12/2023,0,0,0,,0,,0
Lassen,10/13/2023,1,0,1,,0,,0
Lassen,10/14/2023,0,1,1,,0,,0
Lassen,10/15/2023,2,0,2,,0,,0
Lassen,10/16/2023,2,0,2,,0,,0
Lassen,10/17/2023,2,0,2,,0,,0
Lassen,10/18/2023,1,0,1,,0,,0
Lassen,10/19/2023,0,0,0,,0,,0
Lassen,10/20/2023,0,0,0,,0,,0
Lassen,10/21/2023,0,0,0,,0,,0
Lassen,10/22/2023,0,0,0,,0,,0
Lassen,10/23/2023,1,0,1,,0,,0
Lassen,10/24/2023,1,0,1,,0,,0
Lassen,10/25/2023,1,0,1,,0,,0
Lassen,10/26/2023,1,0,1,,0,,0
Lassen,10/27/2023,0,0,0,,0,,0
Lassen,10/28/2023,0,0,0,,0,,0
Lassen,10/29/2023,0,0,0,,0,,0
Lassen,10/30/2023,0,0,0,,0,,0
Lassen,10/31/2023,0,0,0,,0,,0
Lassen,11/1/2023,0,0,0,,0,,0
Lassen,11/2/2023,0,0,0,,0,,0
Lassen,11/3/2023,0,0,0,,0,,0
Lassen,11/4/2023,0,0,0,,0,,0
Lassen,11/5/2023,0,0,0,,0,,0
Lassen,11/6/2023,0,0,0,,0,,0
Lassen,11/7/2023,0,0,0,,0,,0
Lassen,11/8/2023,0,0,0,,0,,0
Lassen,11/9/2023,0,0,0,,0,,0
Lassen,11/10/2023,0,0,0,,0,,0
Lassen,11/11/2023,1,0,1,,0,,0
Lassen,11/12/2023,1,0,1,,0,,0
Lassen,11/13/2023,2,0,2,,0,,0
Lassen,11/14/2023,2,0,2,,0,,0
Lassen,11/15/2023,1,0,1,,0,,0
Lassen,11/16/2023,0,0,0,,0,,0
Lassen,11/17/2023,0,0,0,,0,,0
Lassen,11/18/2023,0,0,0,,0,,0
Lassen,11/19/2023,0,0,0,,0,,0
Lassen,11/20/2023,0,0,0,,0,,0
Lassen,11/21/2023,0,0,0,,0,,0
Lassen,11/22/2023,0,0,0,,0,,0
Lassen,11/23/2023,0,0,0,,0,,0
Lassen,11/24/2023,0,0,0,,0,,0
Lassen,11/25/2023,1,0,1,,0,,0
Lassen,11/26/2023,1,0,1,,0,,0
Lassen,11/27/2023,1,0,1,,0,,0
Lassen,11/28/2023,1,0,1,,0,,0
Lassen,11/29/2023,1,0,1,,0,,0
Lassen,11/30/2023,0,0,0,,0,,0
Lassen,12/1/2023,0,0,0,,0,,0
Lassen,12/2/2023,0,0,0,,0,,0
Lassen,12/3/2023,0,0,0,,0,,0
Lassen,12/4/2023,0,0,0,,0,,0
Lassen,12/5/2023,0,0,0,,0,,0
Lassen,12/6/2023,0,0,0,,0,,0
Lassen,12/7/2023,0,0,0,,0,,0
Lassen,12/8/2023,0,0,0,,0,,0
Lassen,12/9/2023,0,0,0,,0,,0
Lassen,12/10/2023,0,0,0,,0,,0
Lassen,12/11/2023,0,0,0,,0,,0
Lassen,12/12/2023,0,0,0,,0,,0
Lassen,12/13/2023,0,0,0,,0,,0
Lassen,12/14/2023,0,0,0,,0,,0
Lassen,12/15/2023,0,0,0,,0,,0
Lassen,12/16/2023,0,0,0,,0,,0
Lassen,12/17/2023,0,0,0,,0,,0
Lassen,12/18/2023,0,0,0,,0,,0
Lassen,12/19/2023,0,0,0,,0,,0
Lassen,12/20/2023,0,0,0,,0,,0
Lassen,12/21/2023,0,0,0,,0,,0
Lassen,12/22/2023,0,0,0,,0,,0
Lassen,12/23/2023,0,0,0,,0,,0
Lassen,12/24/2023,0,0,0,,0,,0
Lassen,12/25/2023,0,0,0,,0,,0
Lassen,12/26/2023,0,0,0,,0,,0
Lassen,12/27/2023,0,0,0,,0,,0
Lassen,12/28/2023,0,0,0,,0,,0
Lassen,12/29/2023,0,0,0,,0,,0
Lassen,12/30/2023,0,0,0,,0,,0
Lassen,12/31/2023,0,0,0,,0,,0
Lassen,1/1/2024,1,0,1,,0,,0
Lassen,1/2/2024,1,0,1,,0,,0
Lassen,1/3/2024,1,0,1,,0,,0
Lassen,1/4/2024,1,0,1,,0,,0
Lassen,1/5/2024,0,0,0,,0,,0
Lassen,1/6/2024,0,0,0,,0,,0
Lassen,1/7/2024,0,0,0,,0,,0
Lassen,1/8/2024,0,0,0,,0,,0
Lassen,1/9/2024,0,0,0,,0,,0
Lassen,1/10/2024,0,0,0,,0,,0
Lassen,1/11/2024,0,0,0,,0,,0
Lassen,1/12/2024,0,0,0,,0,,0
Lassen,1/13/2024,0,0,0,,0,,0
Lassen,1/14/2024,0,0,0,,0,,0
Lassen,1/15/2024,0,0,0,,0,,0
Lassen,1/16/2024,0,0,0,,0,,0
Lassen,1/17/2024,0,0,0,,0,,0
Lassen,1/18/2024,0,0,0,,0,,0
Lassen,1/19/2024,0,0,0,,0,,0
Lassen,1/20/2024,0,0,0,,0,,0
Lassen,1/21/2024,0,0,0,,0,,0
Lassen,1/22/2024,0,0,0,,0,,0
Lassen,1/23/2024,0,0,0,,0,,0
Lassen,1/24/2024,0,0,0,,0,,0
Lassen,1/25/2024,1,0,1,,0,,0
Lassen,1/26/2024,0,0,0,,0,,0
Lassen,1/27/2024,0,0,0,,0,,0
Lassen,1/28/2024,0,0,0,,0,,0
Lassen,1/29/2024,0,0,0,,0,,0
Lassen,1/30/2024,0,0,0,,0,,0
Lassen,1/31/2024,0,0,0,,0,,0
Lassen,2/1/2024,0,0,0,,0,,0
Lassen,2/2/2024,0,0,0,,0,,0
Lassen,2/3/2024,0,0,0,,0,,0
Lassen,2/4/2024,1,0,1,,0,,0
Lassen,2/5/2024,1,0,1,,0,,0
Lassen,2/6/2024,1,0,1,,0,,0
Lassen,2/7/2024,0,0,0,,0,,0
Lassen,2/8/2024,0,0,0,,0,,0
Lassen,2/9/2024,0,0,0,,0,,0
Lassen,2/10/2024,0,0,0,,0,,0
Lassen,2/11/2024,0,0,0,,0,,0
Lassen,2/12/2024,0,0,0,,0,,0
Lassen,2/13/2024,0,0,0,,0,,0
Lassen,2/14/2024,0,0,0,,0,,0
Lassen,2/15/2024,0,0,0,,0,,0
Lassen,2/16/2024,0,0,0,,0,,0
Lassen,2/17/2024,0,0,0,,0,,0
Lassen,2/18/2024,0,0,0,,0,,0
Lassen,2/19/2024,0,0,0,,0,,0
Lassen,2/20/2024,0,0,0,,0,,0
Lassen,2/21/2024,0,0,0,,0,,0
Lassen,2/22/2024,0,0,0,,0,,0
Lassen,2/23/2024,0,0,0,,0,,0
Lassen,2/24/2024,0,0,0,,0,,0
Lassen,2/25/2024,0,0,0,,0,,0
Lassen,2/26/2024,0,0,0,,0,,0
Lassen,2/27/2024,0,0,0,,0,,0
Lassen,2/28/2024,0,0,0,,0,,0
Lassen,2/29/2024,0,0,0,,0,,0
Lassen,3/2/2024,0,0,0,,0,,0
Lassen,3/3/2024,1,0,1,,0,,0
Lassen,3/4/2024,1,1,2,,0,,0
Lassen,3/5/2024,0,0,0,,0,,0
Lassen,3/6/2024,0,0,0,,0,,0
Lassen,3/7/2024,0,0,0,,0,,0
Lassen,3/9/2024,0,0,0,,0,,0
Lassen,3/10/2024,0,0,0,,0,,0
Lassen,3/11/2024,0,0,0,,0,,0
Lassen,3/12/2024,0,0,0,,0,,0
Lassen,3/13/2024,0,0,0,,0,,0
Lassen,3/14/2024,0,0,0,,0,,0
Lassen,3/15/2024,0,0,0,,0,,0
Lassen,3/16/2024,0,0,0,,0,,0
Lassen,3/17/2024,0,0,0,,0,,0
Lassen,3/18/2024,0,0,0,,0,,0
Lassen,3/19/2024,0,0,0,,0,,0
Lassen,3/20/2024,0,0,0,,0,,0
Lassen,3/21/2024,0,0,0,,0,,0
Lassen,3/22/2024,0,0,0,,0,,0
Lassen,3/23/2024,0,0,0,,0,,0
Lassen,3/24/2024,0,0,0,,0,,0
Lassen,3/25/2024,0,0,0,,0,,0
Lassen,3/26/2024,0,0,0,,0,,0
Lassen,3/27/2024,0,0,0,,0,,0
Lassen,3/28/2024,0,0,0,,0,,0
Lassen,3/29/2024,0,0,0,,0,,0
Lassen,3/30/2024,0,0,0,,0,,0
Lassen,3/31/2024,0,0,0,,0,,0
Lassen,4/1/2024,0,0,0,,0,,0
Lassen,4/2/2024,0,0,0,,0,,0
Lassen,4/3/2024,0,0,0,,0,,0
Lassen,4/4/2024,0,0,0,,0,,0
Lassen,4/5/2024,0,0,0,,0,,0
Lassen,4/6/2024,0,0,0,,0,,0
Lassen,4/7/2024,0,0,0,,0,,0
Lassen,4/8/2024,0,0,0,,0,,0
Lassen,4/9/2024,0,0,0,,0,,0
Lassen,4/10/2024,0,0,0,,0,,0
Lassen,4/11/2024,0,0,0,,0,,0
Lassen,4/12/2024,0,0,0,,0,,0
Lassen,4/13/2024,0,0,0,,0,,0
Lassen,4/14/2024,0,0,0,,0,,0
Lassen,4/15/2024,0,0,0,,0,,0
Lassen,4/16/2024,0,0,0,,0,,0
Lassen,4/17/2024,0,0,0,,0,,0
Lassen,4/18/2024,0,0,0,,0,,0
Lassen,4/19/2024,0,0,0,,0,,0
Lassen,4/20/2024,0,0,0,,0,,0
Lassen,4/21/2024,0,0,0,,0,,0
Lassen,4/22/2024,0,0,0,,0,,0
Lassen,4/23/2024,0,0,0,,0,,0
Lassen,4/24/2024,0,0,0,,0,,0
Lassen,4/25/2024,0,0,0,,0,,0
Lassen,4/26/2024,0,0,0,,0,,0
Lassen,4/27/2024,0,0,0,,0,,0
Lassen,4/28/2024,0,0,0,,0,,0
Lassen,4/29/2024,0,0,0,,0,,0
Lassen,4/30/2024,0,0,0,,0,,0
Lassen,5/1/2024,0,0,0,,0,,0
Lassen,5/2/2024,0,0,0,,0,,0
Lassen,5/3/2024,0,0,0,,0,,0
Lassen,5/4/2024,0,0,0,,0,,0
Lassen,5/5/2024,0,0,0,,0,,0
Lassen,5/6/2024,0,0,0,,0,,0
Lassen,5/7/2024,0,0,0,,0,,0
Lassen,5/8/2024,0,0,0,,0,,0
Lassen,5/9/2024,0,0,0,,0,,0
Lassen,5/10/2024,0,0,0,,0,,0
Lassen,5/11/2024,0,0,0,,0,,0
Lassen,5/12/2024,0,0,0,,0,,0
Lassen,5/13/2024,0,0,0,,0,,0
Lassen,5/14/2024,0,0,0,,0,,0
Lassen,5/15/2024,0,0,0,,0,,0
Lassen,5/16/2024,0,0,0,,0,,0
Lassen,5/17/2024,0,0,0,,0,,0
Lassen,5/18/2024,0,0,0,,0,,0
Lassen,5/19/2024,0,0,0,,0,,0
Lassen,5/20/2024,0,0,0,,0,,0
Lassen,5/21/2024,0,0,0,,0,,0
Lassen,5/22/2024,0,0,0,,0,,0
Lassen,5/23/2024,0,0,0,,0,,0
Lassen,5/24/2024,0,0,0,,0,,0
Lassen,5/25/2024,0,0,0,,0,,0
Lassen,5/26/2024,0,0,0,,0,,0
Lassen,5/27/2024,0,0,0,,0,,0
Lassen,5/28/2024,1,1,2,,0,,0
Lassen,5/29/2024,1,1,2,,0,,0
Lassen,5/30/2024,0,0,0,,0,,0
Lassen,5/31/2024,0,0,0,,0,,0
Lassen,6/1/2024,0,0,0,,0,,0
Lassen,6/2/2024,0,0,0,,0,,0
Lassen,6/3/2024,0,0,0,,0,,0
Lassen,6/4/2024,0,0,0,,0,,0
Lassen,6/5/2024,0,0,0,,0,,0
Lassen,6/6/2024,0,0,0,,0,,0
Lassen,6/7/2024,1,0,1,,0,,0
Lassen,6/8/2024,1,0,1,,0,,0
Lassen,6/9/2024,1,0,1,,0,,0
Lassen,6/10/2024,0,0,0,,0,,0
Lassen,6/11/2024,0,0,0,,0,,0
Lassen,6/12/2024,0,0,0,,0,,0
Lassen,6/13/2024,0,0,0,,0,,0
Lassen,6/14/2024,0,0,0,,0,,0
Lassen,6/15/2024,0,0,0,,0,,0
Lassen,6/16/2024,0,0,0,,0,,0
Lassen,6/17/2024,0,0,0,,0,,0
Lassen,6/18/2024,0,0,0,,0,,0
Lassen,6/19/2024,0,0,0,,0,,0
Lassen,6/20/2024,0,0,0,,0,,0
Lassen,6/21/2024,0,0,0,,0,,0
Lassen,6/22/2024,0,0,0,,0,,0
Lassen,6/23/2024,0,0,0,,0,,0
Lassen,6/24/2024,0,0,0,,0,,0
Lassen,6/25/2024,0,0,0,,0,,0
Lassen,6/26/2024,1,1,2,,0,,0
Lassen,6/27/2024,1,1,2,,0,,0
Lassen,6/28/2024,1,1,2,,0,,0
Lassen,6/29/2024,1,1,2,,0,,0
Lassen,6/30/2024,1,1,2,,0,,0
Lassen,7/1/2024,1,1,2,,0,,0
Lassen,7/2/2024,1,1,2,,0,,0
Lassen,7/3/2024,0,0,0,,0,,0
Lassen,7/4/2024,0,0,0,,0,,0
Lassen,7/5/2024,0,0,0,,0,,0
Lassen,7/6/2024,0,0,0,,0,,0
Lassen,7/7/2024,0,0,0,,0,,0
Lassen,7/8/2024,0,0,0,,0,,0
Lassen,7/9/2024,0,0,0,,0,,0
Lassen,7/10/2024,0,0,0,,0,,0
Lassen,7/11/2024,0,0,0,,0,,0
Lassen,7/12/2024,0,0,0,,0,,0
Lassen,7/13/2024,0,0,0,,0,,0
Lassen,7/14/2024,0,0,0,,0,,0
Lassen,7/15/2024,0,0,0,,0,,0
Lassen,7/16/2024,0,0,0,,0,,0
Lassen,7/17/2024,0,0,0,,0,,0
Lassen,7/18/2024,0,0,0,,0,,0
Lassen,7/19/2024,0,0,0,,0,,0
Lassen,7/20/2024,0,0,0,,0,,0
Lassen,7/21/2024,0,0,0,,0,,0
Lassen,7/22/2024,0,0,0,,0,,0
Lassen,7/23/2024,0,0,0,,0,,0
Lassen,7/24/2024,0,0,0,,0,,0
Lassen,7/25/2024,0,0,0,,0,,0
Lassen,7/26/2024,0,0,0,,0,,0
Lassen,7/27/2024,0,0,0,,0,,0
Lassen,7/28/2024,0,0,0,,0,,0
Lassen,7/29/2024,0,0,0,,0,,0
Lassen,7/30/2024,0,0,0,,0,,0
Lassen,7/31/2024,0,0,0,,0,,0
Lassen,8/1/2024,0,0,0,,0,,0
Lassen,8/2/2024,0,0,0,,0,,0
Lassen,8/3/2024,0,0,0,,0,,0
Lassen,8/4/2024,0,0,0,,0,,0
Lassen,8/5/2024,0,0,0,,0,,0
Lassen,8/6/2024,0,0,0,,0,,0
Lassen,8/7/2024,1,0,1,,0,,0
Lassen,8/8/2024,1,0,1,,0,,0
Lassen,8/9/2024,1,0,1,,0,,0
Lassen,8/10/2024,0,0,0,,0,,0
Lassen,8/11/2024,0,0,0,,0,,0
Lassen,8/12/2024,0,0,0,,0,,0
Lassen,8/13/2024,0,0,0,,0,,0
Lassen,8/14/2024,0,0,0,,0,,0
Lassen,8/15/2024,0,0,0,,0,,0
Lassen,8/16/2024,0,0,0,,0,,0
Lassen,8/17/2024,0,0,0,,0,,0
Lassen,8/18/2024,0,0,0,,0,,0
Lassen,8/19/2024,0,0,0,,0,,0
Lassen,8/20/2024,0,0,0,,0,,0
Lassen,8/21/2024,0,0,0,,0,,0
Lassen,8/22/2024,0,0,0,,0,,0
Lassen,8/23/2024,0,0,0,,0,,0
Lassen,8/24/2024,0,0,0,,0,,0
Lassen,8/25/2024,0,0,0,,0,,0
Lassen,8/26/2024,0,0,0,,0,,0
Lassen,8/27/2024,0,0,0,,0,,0
Lassen,8/28/2024,0,0,0,,0,,0
Lassen,8/29/2024,0,0,0,,0,,0
Lassen,8/30/2024,0,0,0,,0,,0
Lassen,8/31/2024,0,0,0,,0,,0
Lassen,9/1/2024,0,0,0,,0,,0
Lassen,9/2/2024,2,0,2,,0,,0
Lassen,9/3/2024,2,0,2,,0,,0
Lassen,9/4/2024,2,0,2,,0,,0
Lassen,9/5/2024,2,0,2,,0,,0
Lassen,9/6/2024,1,0,1,,0,,0
Lassen,9/7/2024,0,0,0,,0,,0
Lassen,9/8/2024,0,0,0,,0,,0
Lassen,9/9/2024,0,0,0,,0,,0
Lassen,9/10/2024,0,0,0,,0,,0
Lassen,9/11/2024,1,0,1,,0,,0
Lassen,9/12/2024,3,0,3,,0,,0
Lassen,9/13/2024,3,0,3,,0,,0
Lassen,9/14/2024,4,0,4,,0,,0
Lassen,9/15/2024,3,0,3,,0,,0
Lassen,9/16/2024,1,0,1,,0,,0
Lassen,9/17/2024,1,0,1,,0,,0
Lassen,9/18/2024,1,0,1,,0,,0
Lassen,9/19/2024,1,0,1,,0,,0
Lassen,9/20/2024,1,0,1,,0,,0
Lassen,9/21/2024,1,0,1,,0,,0
Lassen,9/22/2024,2,0,2,,0,,0
Lassen,9/23/2024,2,0,2,,0,,0
Lassen,9/24/2024,2,0,2,,0,,0
Lassen,9/25/2024,2,0,2,,0,,0
Lassen,9/26/2024,2,0,2,,0,,0
Lassen,9/27/2024,1,0,1,,0,,0
Los Angeles,3/29/2020,493,1155,,,194,188,353
Los Angeles,3/30/2020,638,1358,,,259,262,491
Los Angeles,3/31/2020,713,1167,,,316,221,438
Los Angeles,4/1/2020,698,1300,,,317,214,456
Los Angeles,4/2/2020,818,1270,,,346,193,488
Los Angeles,4/3/2020,962,1239,,,422,209,473
Los Angeles,4/4/2020,1007,1190,,,449,181,537
Los Angeles,4/5/2020,1094,1082,,,473,166,554
Los Angeles,4/6/2020,1166,1070,,,486,175,587
Los Angeles,4/7/2020,1251,1350,,,517,162,603
Los Angeles,4/8/2020,1331,1077,,,532,211,582
Los Angeles,4/9/2020,1368,758,,,541,156,569
Los Angeles,4/10/2020,1299,754,,,514,142,663
Los Angeles,4/11/2020,1362,905,,,555,135,595
Los Angeles,4/12/2020,1433,715,,,559,144,564
Los Angeles,4/13/2020,1501,793,,,570,150,632
Los Angeles,4/14/2020,1587,613,,,588,115,614
Los Angeles,4/15/2020,1624,632,,,600,139,566
Los Angeles,4/16/2020,1681,620,2,,594,108,608
Los Angeles,4/17/2020,1746,649,41,,606,106,593
Los Angeles,4/18/2020,1709,578,,,586,110,579
Los Angeles,4/19/2020,1739,549,,,595,115,577
Los Angeles,4/20/2020,1807,611,25,,631,94,612
Los Angeles,4/21/2020,1810,593,2403,13663,595,109,936
Los Angeles,4/22/2020,1858,590,2448,17405,602,125,1215
Los Angeles,4/23/2020,1863,595,2458,21107,600,118,1263
Los Angeles,4/24/2020,1860,546,2406,20782,600,87,1378
Los Angeles,4/25/2020,1845,572,2417,20233,579,99,1359
Los Angeles,4/26/2020,1887,575,2462,20162,588,122,1262
Los Angeles,4/27/2020,1940,609,2549,20205,592,117,1226
Los Angeles,4/28/2020,1962,581,2543,20337,597,130,1209
Los Angeles,4/29/2020,1959,591,2550,20960,602,97,1167
Los Angeles,4/30/2020,1894,470,2364,18236,591,93,1235
Los Angeles,5/1/2020,1884,511,2395,18549,606,98,1185
Los Angeles,5/2/2020,1819,561,2380,21176,599,105,1185
Los Angeles,5/3/2020,1779,520,2299,21621,599,95,1178
Los Angeles,5/4/2020,1828,543,2371,22298,581,95,1166
Los Angeles,5/5/2020,1826,544,2370,22079,571,110,1164
Los Angeles,5/6/2020,1790,502,2292,23573,558,99,1206
Los Angeles,5/7/2020,1771,552,2323,23461,548,90,1220
Los Angeles,5/8/2020,1766,510,2276,23900,535,82,1181
Los Angeles,5/9/2020,1690,531,2221,23877,493,82,1213
Los Angeles,5/10/2020,1731,539,2270,23858,498,90,1253
Los Angeles,5/11/2020,1763,547,2310,23866,498,86,1242
Los Angeles,5/12/2020,1742,506,2248,23941,499,84,1267
Los Angeles,5/13/2020,1733,618,2351,23951,504,83,1253
Los Angeles,5/14/2020,1648,559,2207,23919,480,101,1230
Los Angeles,5/15/2020,1648,553,2201,23901,481,90,1229
Los Angeles,5/16/2020,1570,516,2086,23918,483,80,1207
Los Angeles,5/17/2020,1549,558,2107,23854,478,97,1233
Los Angeles,5/18/2020,1531,520,2051,23910,483,87,1221
Los Angeles,5/19/2020,1517,619,2136,23675,466,94,1216
Los Angeles,5/20/2020,1506,561,2067,23670,452,87,1253
Los Angeles,5/21/2020,1491,614,2105,23620,461,95,1199
Los Angeles,5/22/2020,1490,565,2055,23628,470,102,1187
Los Angeles,5/23/2020,1440,566,2006,23605,462,104,1257
Los Angeles,5/24/2020,1443,547,1990,23608,448,101,1227
Los Angeles,5/25/2020,1477,564,2041,23620,465,94,1453
Los Angeles,5/26/2020,1477,610,2087,23592,464,103,1449
Los Angeles,5/27/2020,1462,628,2090,23626,464,90,1275
Los Angeles,5/28/2020,1415,639,2054,23608,458,112,1275
Los Angeles,5/29/2020,1402,570,1972,23642,446,103,1258
Los Angeles,5/30/2020,1357,577,1934,23636,440,100,1288
Los Angeles,5/31/2020,1389,519,1908,23606,416,95,1316
Los Angeles,6/1/2020,1422,596,2018,23614,425,105,1305
Los Angeles,6/2/2020,1457,570,2027,23620,439,85,1276
Los Angeles,6/3/2020,1488,502,1990,23607,435,78,1239
Los Angeles,6/4/2020,1462,586,2048,23715,453,99,1249
Los Angeles,6/5/2020,1451,547,1998,23507,439,109,1210
Los Angeles,6/6/2020,1399,582,1981,23617,418,88,1233
Los Angeles,6/7/2020,1453,558,2011,23659,428,91,1247
Los Angeles,6/8/2020,1458,595,2053,23736,426,95,1301
Los Angeles,6/9/2020,1416,695,2111,23627,410,97,1258
Los Angeles,6/10/2020,1389,564,1953,23634,403,109,1258
Los Angeles,6/11/2020,1397,576,1973,23666,415,97,1220
Los Angeles,6/12/2020,1383,487,1870,23655,414,78,1228
Los Angeles,6/13/2020,1285,483,1768,23688,399,84,1262
Los Angeles,6/14/2020,1288,509,1797,23703,397,80,1283
Los Angeles,6/15/2020,1420,536,1956,23659,404,88,1333
Los Angeles,6/16/2020,1429,518,1947,23667,412,87,1175
Los Angeles,6/17/2020,1446,512,1958,23646,414,61,1151
Los Angeles,6/18/2020,1406,494,1900,23644,403,88,1195
Los Angeles,6/19/2020,1426,494,1920,23649,408,73,1197
Los Angeles,6/20/2020,1453,516,1969,23631,408,87,1276
Los Angeles,6/21/2020,1515,486,2001,23624,412,80,1316
Los Angeles,6/22/2020,1556,534,2090,23612,406,76,1398
Los Angeles,6/23/2020,1633,626,2259,23601,416,100,1301
Los Angeles,6/24/2020,1676,607,2283,23580,430,93,1259
Los Angeles,6/25/2020,1698,539,2237,23520,440,78,1234
